AAPL,,,,,
Date,Open,High,Low,Close,Volume
2025-10-30,259.9200134277344,263.8800048828125,252.30999755859375,254.83999633789062,45162500.0
2025-10-31,259.6000061035156,262.1300048828125,253.41000366210938,256.1199951171875,34449200.0
2025-11-03,259.3299865722656,260.9100036621094,253.88999938964844,259.6499938964844,36351400.0
2025-11-04,250.35000610351562,257.3800048828125,247.38999938964844,250.0500030517578,56491800.0
2025-11-05,243.24000549316406,259.6499938964844,242.80999755859375,256.3299865722656,67366600.0
2025-11-06,253.47000122070312,253.50999450683594,235.74000549316406,237.6999969482422,66049700.0
2025-11-07,230.94000244140625,235.8699951171875,224.63999938964844,233.5399932861328,52162600.0
2025-11-10,242.13999938964844,248.89999389648438,240.5,243.97999572753906,43361600.0
2025-11-11,241.66000366210938,248.4600067138672,234.63999938964844,237.52000427246094,61336800.0
2025-11-12,253.1300048828125,263.510009765625,250.0,258.8900146484375,108942000.0
2025-11-13,251.89999389648438,259.6300048828125,246.05999755859375,247.9600067138672,63178600.0
2025-11-14,240.11000061035156,253.44000244140625,235.0800018310547,246.80999755859375,47655600.0
2025-11-17,242.75,248.77000427246094,237.14999389648438,240.52000427246094,37942200.0
2025-11-18,236.77999877929688,238.0,224.7100067138672,230.2899932861328,45619900.0
2025-11-19,230.25999450683594,235.27999877929688,219.7100067138672,223.5500030517578,52093400.0
2025-11-20,232.6999969482422,234.25,204.52999877929688,206.02000427246094,66342900.0
2025-11-21,208.8300018310547,208.8300018310547,195.02000427246094,203.77999877929688,66947005.0
,,,,,
BRK-A,,,,,
Date,Open,High,Low,Close,Volume
2025-10-22,737995.0,738962.0,733220.0,736752.0,300.0
2025-10-23,737290.0,737840.0,732810.0,735600.0,200.0
2025-10-24,736826.0,739299.0,734561.0,738500.0,200.0
2025-10-27,736649.0,738000.0,726900.0,732650.0,500.0
2025-10-28,727752.0,728408.0,722372.0,722495.0,400.0
2025-10-29,716155.0,718993.0,710475.0,712900.0,400.0
2025-10-30,711688.0,721025.0,710613.0,717922.0,300.0
2025-10-31,714364.0,718028.0,712443.0,715740.0,200.0
2025-11-03,719552.0,719552.0,710000.0,712170.0,700.0
2025-11-04,712884.0,732509.0,710767.0,731118.0,500.0
2025-11-05,731375.0,740400.0,729056.0,736150.0,500.0
2025-11-06,732342.0,740867.0,730000.0,739900.0,400.0
2025-11-07,741075.0,750000.0,739537.0,748320.0,400.0
2025-11-10,745482.0,751773.0,743528.0,744500.0,500.0
2025-11-11,747090.0,750000.0,741515.0,745751.0,300.0
2025-11-12,744711.0,756607.0,743062.0,756363.0,500.0
2025-11-13,756601.0,771480.0,755094.0,770185.0,500.0
2025-11-14,772431.0,773935.0,759691.0,763867.0,700.0
2025-11-17,765911.0,766521.0,754425.0,755420.0,400.0
2025-11-18,752752.0,759175.0,751665.0,755597.0,500.0
2025-11-19,753051.0,756200.0,744395.0,752464.0,300.0
2025-11-20,749301.0,759250.0,749301.0,754625.0,400.0
2025-11-21,754762.75,760589.5625,751926.0,755320.0,212.0
,,,,,
